smiles,QED,Rings,AromaticRings,FractionCSP3,Lipinski_pass,Ro5_viol,MW,LogP,HBD,HBA,Veber_pass,Veber_viol,RotBonds,TPSA,TL_Oral,TL_QED,TL_BBB,TL_LogP,pred_pchembl_rf,pred_pchembl_gcn,sa_score,has_route
CC1=CC=CC=CCC2=NC1=NN=CC=COCCCNC=CN=CC2,0.7222006029811755,2,0,0.3,True,,351.45400000000006,3.729800000000002,1,6,True,,0,70.7,green,green,green,green,5.3652000255584715,7.602200031280518,5.65629066132353,False
CC1=CC23CC2CCNC(=O)C(=CC=N)C=CNCC(Oc2ccccc2NC(=O)N1)S3,0.3310447432095558,4,1,0.34782608695652173,True,,453.5680000000002,3.1214700000000004,5,6,True,,1,115.34,green,yellow,yellow,green,6.5123100214004515,7.370135307312012,6.651657636287218,False
CN(CCO)C(=O)C1=CC(=CC=CC=CN)C=CNC=CC=C1,0.6722883668606966,1,0,0.16666666666666666,True,,313.401,1.5053,3,4,True,,5,78.59,green,green,green,green,5.829606667518616,7.318142414093018,4.301462015490825,True
O[CH]CF,0.46922641204406407,0,0,0.5,True,,63.051,0.49019,1,1,True,,1,20.23,green,yellow,green,green,5.03016003036499,4.851980209350586,4.472538431083366,False
CC1=CN[C@@H](O)C(C)(C)CC=N1,0.5715762487699503,1,0,0.6666666666666666,True,,168.23999999999998,1.2564,2,3,True,,0,44.62,green,yellow,green,green,5.2072880104064945,7.6923065185546875,4.641622997711812,False
CC(=O)C=CC=CC(=CC1=C(C=CC(C)O)C2=CC1=NNC2C=O)c1ccccc1CO,0.3178377467097007,3,1,0.19230769230769232,True,,430.50400000000013,2.9640000000000017,3,6,True,,9,98.99,green,yellow,yellow,green,6.188359992980957,7.598721981048584,5.4672529093119255,False
CC1=NCNC(=O)CC=CCOC=CC=NCNC(=O)N2C=CC=CC(C(C)(C)O)=C2N1,0.45946171662618784,2,0,0.36363636363636365,True,,442.52000000000015,1.6642000000000001,4,7,True,,1,127.65,green,yellow,yellow,green,5.813330016136169,7.702332496643066,4.998694044084526,False
CC=CP1C2=CC=CC=CC(=CC)C=CN1CC=CC=CO2,0.5719457559048657,2,0,0.15789473684210525,True,LogP>5,311.365,5.746400000000005,0,2,True,,1,12.47,green,yellow,green,yellow,5.288700028419495,7.720638751983643,6.275217822868084,False
C=CCC(C)(F)c1[nH]ncn2cc(CSc3ccc(F)cc3F)c(c2)c1C=CC,0.3474847464471167,3,3,0.22727272727272727,True,LogP>5,417.5000000000001,6.589000000000005,1,3,True,,7,33.09,green,yellow,green,red,6.641572987937927,6.962901592254639,4.840308533163536,False
CC(C)(F)CC=CNC(=O)NC1=CC=CC=NC=C1,0.804592644072544,1,0,0.2857142857142857,True,,263.31600000000003,2.9757000000000016,2,2,True,,4,53.49,green,green,green,green,6.309940013885498,7.866720199584961,3.9919682468626885,True
CC1C(=O)c2ccccc2OCC1=CCC=CNC=CC=CO,0.49170099595706085,2,1,0.21052631578947367,True,,311.381,3.9030000000000022,2,4,True,,5,58.56,green,yellow,green,green,6.150380022525788,6.815700054168701,4.252142144592494,True
COC1=CCC=CC=CC(C)c2cc(O)ccc2NC1C(C)=CC=CC1C=CN=COC1,0.4514910475777035,3,1,0.2962962962962963,True,LogP>5,432.56400000000014,6.013500000000006,2,5,True,,4,63.08,green,yellow,green,red,6.091394998868307,7.405094623565674,5.524229818030268,False
O=C1NCC2OCCOC2C2=CC(C(=O)NC3CC3)=CC=CC3=CC(=CC=CC3N2)S1,0.611611719795257,5,0,0.391304347826087,True,,439.5370000000001,2.2237999999999998,3,6,True,,2,88.69,green,green,green,green,7.116169538640976,7.841910362243652,6.451175999287269,True
CNC(C)[O-],0.4010933347073677,0,0,1.0,True,,74.103,-1.0878999999999999,1,2,True,,1,35.089999999999996,green,yellow,green,yellow,5.6654500155448915,5.018229961395264,4.075728656004924,True
CC=CCCC1=CC(C=CN2C=CCC(NC(C)=O)=CC(=NCC)N2C)Nc2ccc1cc2C,0.5252241297950253,4,1,0.35714285714285715,True,LogP>5,459.63800000000026,5.547120000000005,2,4,True,,7,59.970000000000006,green,yellow,green,yellow,6.646930006345114,8.021634101867676,5.482972246800369,True
C=CC(F)=CC=CC=NC(F)Nc1cc(F)ccc1N,0.36102401235861215,1,1,0.07142857142857142,True,,281.281,3.739300000000002,2,3,True,,6,50.41,green,yellow,green,green,6.21541667342186,6.924665451049805,4.187913691485621,True
CC(C)CC=C1N=CC(C=CNC(=O)NC=CCCC(F)(F)F)=CN1,0.6428961532960757,1,0,0.4117647058823529,True,,356.39200000000005,4.100900000000002,3,3,True,,7,65.52,green,green,green,green,6.250325992711385,7.868490695953369,4.20380040005624,True
CC=CC(O)(CNC=CC=O)c1ccccc1Cl,0.47178006772717,1,1,0.21428571428571427,True,,265.74,2.405900000000001,2,3,True,,6,49.33,green,yellow,green,green,6.004240013122558,6.283553123474121,3.868259112295889,True
CCC(=O)C12C3=CC1(C)N=CCc1ccccc1-c1ccccc1C32,0.7324814832379154,5,2,0.30434782608695654,True,,327.427,4.741900000000004,0,2,True,,2,29.43,green,green,green,green,6.187200660101573,7.76669979095459,4.551300833550103,False
CC1(F)C=C(F)C(C=CNC2=CC[CH]C=C2)=C1,0.7854017718303841,2,0,0.21428571428571427,True,,234.269,3.659390000000002,1,1,True,,3,12.03,green,green,green,green,5.435239998817444,7.993697166442871,5.166431191221453,True
CC1=CC=NCNNCCOC2(O)CC3=CC=CC=CC(C)N=CC=CN2CCN1N3,0.4610571159714922,3,0,0.45454545454545453,True,,427.5530000000001,1.1842000000000004,4,9,True,,0,96.75,green,yellow,yellow,green,5.4155700154304505,7.499086856842041,7.007145440906546,False
COC1=C2C=C(C3CC3C=O)NN=C(C(C)(C)C)CC2C=C1C=NNNC(N)=O,0.30632602873004955,3,0,0.5,True,,400.4830000000001,1.7160999999999995,4,7,True,,6,130.2,green,yellow,yellow,green,5.799626643657684,8.449311256408691,5.30157914028302,True
C=CC(C)=CC=CNc1ccccc1NC(=O)Nc1ccccc1OC,0.5867441457747912,2,2,0.09523809523809523,True,LogP>5,349.4340000000001,5.397100000000004,3,3,True,,7,62.39,green,yellow,green,yellow,5.989549986521403,6.571334362030029,2.4914163917505636,True
CC=CC=CNC=CC1CCC=CC2=CC=C2C=CC(C=NCNc2ccc(F)cc2)=CNC1=O,0.32994773367713165,3,1,0.1724137931034483,True,LogP>5,470.59200000000016,5.847900000000005,3,4,True,,8,65.52000000000001,green,yellow,green,yellow,5.794695005893708,7.49649715423584,5.147263643542073,True
COC1COC(=O)C=CCNC2=CC3=C4CCC=CC=NC(=CC2(C)C4)NN=CC3N1C,0.612865930031481,5,0,0.4583333333333333,True,,437.5440000000001,2.4036,2,8,True,,1,87.55,green,green,green,green,6.164676664829254,7.9511895179748535,7.181256535641981,True
CC1=C(Cl)CNc2ccc(F)cc2CC=NCNC1=O,0.7723161159203915,2,1,0.2857142857142857,True,,295.745,2.4509999999999996,2,3,True,,0,53.49,green,green,green,green,6.730313353538513,7.308821678161621,4.00443480037673,False
O=C1C=C2C=CC=C(O)CC23C(=C(Cl)COC1)C3c1ccccc1Cl,0.7638801777629712,4,1,0.25,True,,375.251,4.844000000000003,1,3,True,,1,46.53,green,green,green,green,5.595959988911948,7.609840393066406,5.146137078483105,False
CCC(C)CNC1C=CC=CC(=O)CCCN(C=C2CNC=CC(O)=CO2)C=C1,0.6552704509804896,2,0,0.43478260869565216,True,,399.5350000000001,3.6560000000000024,3,6,True,,5,73.83000000000001,green,green,green,green,5.8410721021652225,7.414496421813965,5.485681388688198,True
CC=NN(C=CC=CNC1=CC2=CS(=O)N1c1ccccc1C2CCC)N=C[NH],0.30538488690747945,4,1,0.23809523809523808,True,,409.5390000000001,3.943800000000002,1,5,True,,8,84.10000000000001,green,yellow,green,green,6.050920014381409,7.890242576599121,6.088318961467798,True
CCN(C)C=O,0.4371174846424657,0,0,0.75,True,,87.12199999999999,0.09450000000000003,0,1,True,,2,20.310000000000002,green,yellow,green,green,5.287050032615662,6.121705055236816,3.1507643944400066,True
C=NC=C1CCNC1(C=CC=O)c1ccccn1,0.49476827767256637,2,1,0.21428571428571427,True,,241.29400000000004,1.6098000000000001,1,4,True,,4,54.35,green,yellow,green,green,5.715182011604309,6.272953510284424,4.503318496911272,True
C=C1CCC=NN2C=CC=CC=C(CC)C(=CN1)C=CC2C(=O)NC=CC=C(C)C=O,0.39915798127637186,2,0,0.24,True,,418.5410000000001,4.1750000000000025,2,5,True,,5,73.80000000000001,green,yellow,green,green,5.7699406702041625,7.849602699279785,6.043516897430578,True
CSC=NC(C=C1N=CC=C2CNCCC2NC1=O)Cc1ccc(O)cc1F,0.40044913425505396,3,1,0.35,True,,402.4950000000002,2.2064999999999992,3,6,True,,5,86.08,green,yellow,green,green,6.325592389190764,7.485598087310791,4.791852358889887,True
CN1C[SH]2C=NNCC=CC=NC(C=CC1=O)CCC=N2,0.661992733640065,2,0,0.42857142857142855,True,,307.4230000000001,1.2814,2,5,True,,0,69.41999999999999,green,green,green,green,5.395828013706208,7.171589374542236,6.94493745473662,True
CC=CC=C(Cl)C(F)=CF,0.548588957026563,0,0,0.14285714285714285,True,,164.582,3.465600000000001,0,0,True,,2,0.0,green,yellow,green,green,5.152865019559861,6.543419361114502,4.29291019507788,False
Cc1oncc1C=CNNN=CCC(=O)CC=N,0.3625115705326293,1,1,0.2727272727272727,True,,249.27399999999997,1.0325900000000001,3,7,True,,8,103.37,green,yellow,yellow,green,5.7904833111763,6.8573994636535645,4.515795516489653,True
C=C(C)C1=NCOCCNCC(=O)CC=CC=C2C(N1)C(=CC=NC)C1c3cc(F)ccc3NS(=O)N21,0.5140332263642984,4,1,0.34615384615384615,True,MW>500,526.638,2.7230000000000008,3,7,True,,2,107.42,green,yellow,yellow,green,6.352920026063919,7.675877571105957,5.944457366168981,True
CCN1C=CC=CC=C(C)C(=O)O[SH]=CC(=CC2=NC3=Nc4ccc2c(c4)N3)NC1=O,0.3759743380753976,4,1,0.13636363636363635,True,,435.5090000000001,3.5734000000000012,3,6,True,,2,95.39000000000001,green,yellow,yellow,green,7.082530000686646,8.095584869384766,5.953023806593836,True
C=CC(F)=CCOC(F)C(C)=CC=CC.CCN(C)C(=O)C1=CC=CCN=NC1,0.5145777796381799,1,0,0.4090909090909091,True,LogP>5,407.50500000000017,5.273500000000006,0,4,True,,8,54.26,green,yellow,green,yellow,6.094348103341603,6.874375343322754,4.844614925254605,False
CC=CC=C1CC(C=CC=CC2=CNC(O)C=NNS2)CO1,0.5489141674199853,2,0,0.3125,True,,319.43000000000006,2.5819,3,6,True,,4,65.88,green,yellow,green,green,5.458528004932404,7.144596099853516,5.605236200260136,False
COC=CCNN=c1cccccccnc2cc(F)ccc2[nH]c(=O)[nH]1,0.437418692704692,2,2,0.10526315789473684,True,,369.4000000000001,2.2044999999999995,3,5,True,,4,95.16,green,yellow,yellow,green,6.2518283421993255,5.745561599731445,3.543640867076906,True
COC(C)N=CC=CC1(C)C=CC=CC(N)C=CCNCCC2=CNCC=CN=CN21,0.4770577128917771,2,0,0.4166666666666667,True,,424.5930000000002,2.6423000000000014,3,7,True,,4,87.27,green,yellow,green,green,5.496999759991964,7.414791107177734,6.161766243931779,True
CC=CC=NC(Cl)c1ccccc1,0.3954908588258261,1,1,0.18181818181818182,True,,193.67700000000002,3.5709000000000026,0,1,True,,3,12.36,green,yellow,green,green,5.273546021652222,6.101208209991455,3.441053008038372,True
CC=COC(=O)N1NCC(=CN=CNCC)N=CC=C2C(C(=O)ON3CCOCC3)=NC21,0.3440028583416868,3,0,0.45,True,,445.48000000000036,0.5243000000000013,2,10,True,,6,129.45,green,yellow,yellow,green,6.35641002035141,7.750079154968262,5.48580283406743,True
CC1=CC=CNC=S(C=O)OC(OCC=N)=CC=CC=CNC(=O)NC1,0.33985767070626,1,0,0.17647058823529413,True,,378.45400000000006,2.07667,4,6,True,,4,112.53999999999999,green,yellow,yellow,green,5.475730030059815,6.9324116706848145,5.701069726936473,False
C=CC=C1C=CC=CC(c2cc3nc(c2Cl)NCCOCC3)=CC=C(F)C=Cc2ccccc2C1,0.47825188859707396,4,2,0.16666666666666666,True,LogP>5,487.01800000000026,7.450700000000006,1,3,True,,2,34.150000000000006,green,yellow,green,red,5.892808663431803,7.356210708618164,5.127797694542247,False
FC=Cc1ccccc1Cl,0.5855396358690725,1,1,0.0,True,,156.587,3.2802000000000007,0,0,True,,1,0.0,green,yellow,green,green,5.2666700105667115,6.205500602722168,2.390622113928261,False
C=C[C@@H](Cl)NC(=O)C=CCC1=CN=CC=CC=CC(=CC)C=CC1C,0.31935724889834755,1,0,0.23809523809523808,True,LogP>5,356.8970000000001,5.019100000000004,1,2,True,,5,41.46,green,yellow,green,yellow,6.446813997459412,7.471860885620117,5.3718454949496,True
CC1CNC(NC(=O)CN=C2C=CCC(C)(C)C=CC2)=NC=CC=CN1,0.6659258671555801,2,0,0.45,True,,355.48600000000005,2.4406999999999996,3,5,True,,2,77.88,green,green,green,green,6.016649981339773,7.87722635269165,5.13963251279926,True
C=CC1=CCC(C)(C)C(N2C=CCC=CC=CN=CC2C=C)N=CN1,0.7786360239819782,2,0,0.3333333333333333,True,,336.48300000000006,4.3449000000000035,1,4,True,,3,39.99,green,green,green,green,5.372183343887329,8.006715774536133,5.8212691104889895,True
CC12C=CN3N=CC(CC(c4ccccc4F)=C1)C32,0.7493143164457894,4,1,0.3125,True,,254.30800000000002,3.4326000000000025,0,2,True,,1,15.6,green,green,green,green,5.896880021095276,8.336777687072754,4.643482497950648,False
CNC(=O)NC=CC(N)=C1CN=CC=C2c3ccncc3C=CC=CC=C3C(=O)C32C1,0.6923677440907047,4,1,0.16666666666666666,True,,413.48100000000017,2.6735000000000007,3,5,True,,2,109.47,green,green,yellow,green,6.446936688899994,7.783817291259766,5.577530116014752,True
O=C(C=CC=CC1=Cc2ccccc2CC(=O)C=CNC1)Cc1ccncc1,0.6451201860497684,3,2,0.125,True,,370.4520000000001,3.617700000000002,1,4,True,,5,59.06,green,green,green,green,5.903853331883748,6.527441501617432,3.6608464504788323,False
C=C1C(=O)NC2N=CCC23C=CC=CCC(Cl)=C1CC=C(C)CCN3,0.5143790058789558,3,0,0.4,True,,357.88500000000016,3.536900000000002,2,3,True,,0,53.49,green,yellow,green,green,5.199039996147156,7.687440872192383,6.285959861877644,False
CCCC1=c2ccccc2=C1N1C(=O)NC(C=O)=COC(C=CC(C)(C)C)C=Nn2cccc21,0.5489598671145771,4,2,0.2962962962962963,True,,458.5620000000001,3.6522000000000023,1,5,True,,5,75.93,green,yellow,green,green,5.969080017089844,7.918699741363525,5.122276176569427,False
CC=NC=CNC=CC=CCOC=C1C=NCNc2ccncc2C1,0.34684712592682004,2,1,0.21052631578947367,True,,337.4270000000001,3.1998000000000015,2,6,True,,7,70.9,green,yellow,green,green,6.055900017579396,6.883921146392822,4.697967868193274,True
CC=NC=CC1=C2C(=CC=C(C)F)CNC3=CC(CC4=C(C=CN1)N[SH]42)NC=C3,0.3620787558098398,4,0,0.22727272727272727,True,,411.55,3.8127000000000013,5,5,True,,3,60.480000000000004,green,yellow,green,green,5.5078600058555605,8.528867721557617,7.65230094453966,True
CC=CC=CC(=O)NC(C)(C=CNC1OCCNC1=O)C(C)(C)F,0.48272851387213295,1,0,0.5294117647058824,True,,339.4110000000001,1.3175000000000003,3,4,True,,7,79.46000000000001,green,yellow,green,green,5.832769998550415,7.233529090881348,4.743600458453929,True
O=[SH]CBr,0.4118350359871052,0,0,1.0,True,,143.005,0.2841000000000001,1,1,True,,1,17.07,green,yellow,green,green,5.057670031547547,1.7694498300552368,6.040923046467981,False
CNC1=CCN(C)C(=O)C(C=O)=C1C=CC(=O)NC1=CC=CC1(C)C,0.4475520568176873,2,0,0.3157894736842105,True,,341.4110000000001,1.2095,2,4,True,,5,78.51,green,yellow,green,green,6.017004987637202,7.99474573135376,3.9789616434164614,True
Cc1ccccc1OC1C=NCc2ccccc2CNC=N1,0.9244918577299123,3,2,0.2222222222222222,True,,293.36999999999995,3.1024200000000013,1,4,True,,2,45.98,green,green,green,green,5.562180028915405,6.824163436889648,4.042970682457427,False
CC=CC=CC=CC(=O)c1cccc2c1C2,0.4288315630426651,2,1,0.13333333333333333,True,,210.27599999999998,3.4620000000000024,0,1,True,,4,17.07,green,yellow,green,green,5.8861199889183045,7.263099670410156,2.953966201100842,False
CCOC=CC=NC1C=C2C=NCN=C2CCc2ccc(F)cc2C(=O)N1,0.6553938132165257,3,1,0.3,True,,368.41200000000003,2.858100000000001,1,5,True,,4,75.41,green,green,green,green,7.621984495925903,7.787917613983154,4.823757547463722,True
O=C1NC=CC=COCCC2=C(NCF)N=C2NC=CC2=COCC[C@@H](C2)c2cccc1c2,0.5957957559397324,4,1,0.28,True,,450.51400000000024,3.885600000000003,3,6,True,,2,83.98,green,yellow,green,green,6.657774851163228,7.757923126220703,6.097156170242934,True
CC=CC=C(N1CC=CC=C1F)C(C)(C)C,0.4993045306295365,1,0,0.42857142857142855,True,,221.319,4.175200000000004,0,1,True,,2,3.24,green,yellow,green,green,5.308910021781921,8.027067184448242,3.8426951658671147,False
O=C1C=Cc2nc3ccc2NC2=NN=CCC2=CC=C3N=CS1=O,0.7817059779678235,5,1,0.0625,True,,337.3640000000001,1.8928,1,7,True,,0,96.14000000000001,green,green,yellow,green,5.800910010337829,7.758953094482422,6.431933896887399,False
CCC=NN=CC=CC(CF)C(F)F,0.4712910694165389,0,0,0.5555555555555556,True,,206.21099999999993,2.860000000000001,0,2,True,,6,24.72,green,yellow,green,green,5.454753352880478,7.013700485229492,4.876168676854412,False
CC=CNC(=O)C=CCNC=CC1=CC=C(Cl)CC1(C)C,0.5790882157801188,1,0,0.35294117647058826,True,,306.8370000000001,3.774700000000003,2,2,True,,6,41.13,green,yellow,green,green,6.115536668936411,7.614848613739014,4.258651047487872,True
CC(C)([O-])O,0.3780899346764977,0,0,1.0,True,,75.087,-0.9249,1,2,True,,0,43.29,green,yellow,green,yellow,5.226630033493042,5.111907005310059,3.096626843826825,False
COC1=C2CC(CC=CCC(C)(C)CC=C(c3ccc(F)cc3)NC=CC=N1)N1N=C21,0.6549049794926499,4,1,0.36,True,LogP>5,420.532,5.366400000000005,1,5,True,,2,48.989999999999995,green,green,green,yellow,5.9097933249473575,8.132986068725586,5.313159154050362,False
CC(C)(C)C1C=C2C=CC3=C(C1)c1cccc(F)c1CC=C2[SH]3C=C(F)C(N)F,0.41114930973730685,5,1,0.3333333333333333,True,LogP>5,417.54,6.605400000000005,2,1,True,,2,26.02,green,yellow,green,red,5.665510028362275,8.156131744384766,6.297290684748276,True
CC=CC=CN=C(C(C)=O)c1ccccc1Cl,0.587712577864887,1,1,0.14285714285714285,True,,247.72500000000002,3.8079000000000036,0,2,True,,4,29.43,green,yellow,green,green,6.457899990797043,6.965450286865234,3.0870714918241893,True
CC=CC=C1CCOOCC(F)=CC(C=O)C(NNNC(=O)c2ccc(F)cc2F)=N1,0.3712554055066213,2,1,0.25,True,,438.40600000000006,2.5827,3,7,True,,5,101.05,green,yellow,yellow,green,6.7238819812138875,7.304416656494141,5.007530535096288,True
COC=CC=C1NC(=O)CC=CN=C(C(C)(C)C)NNC(=CC=C(C)Cl)C1F,0.6152988080426401,1,0,0.4,True,,410.921,3.9674000000000023,3,5,True,,3,74.75,green,green,green,green,5.5666000065803525,7.90867280960083,5.42553332212891,False
[CH]CCN(NC(=O)CSC)NS1(C)(=O)NC2CC2C=C1C(C)c1ccccc1,0.5338772134329502,3,1,0.5,True,,422.6200000000002,2.2475900000000006,3,4,True,,9,73.47,green,yellow,green,green,6.364236655871073,6.39814567565918,5.38503794685641,True
CC(O)C1NNc2cncnc2C=COC2NC=CC=C3COCN=CCC3=C(F)CN21,0.5110984503235529,4,1,0.38095238095238093,True,,443.4830000000003,1.401999999999999,4,10,True,,1,116.16,green,yellow,yellow,green,5.933865010499955,7.116082191467285,6.156785595352524,False
CC=CC=C1CCCNC=C=NN(C(=O)OCCC(C)(C)CC=O)NC1=O,0.5477814915791733,1,0,0.5263157894736842,True,,376.45700000000016,2.4458,2,6,True,,6,100.1,green,yellow,yellow,green,5.9240599894523625,6.931495189666748,4.851904725065072,True
C1=CN=CC=CC2=CC3=CC(C=1)C(=CC(C=CC1=NCNC1)=N2)C3,0.7824922310617837,4,0,0.2,True,,314.39200000000005,3.0649000000000015,1,4,True,,2,49.11,green,green,green,green,5.999146677494049,8.006155014038086,7.154514721063223,False
COC=CC=CC=CC(C=C1C=CCC=C1)C(=O)C=CC=CC=CF,0.31591379096456157,1,0,0.13636363636363635,True,LogP>5,338.42199999999997,5.482300000000005,0,2,True,,9,26.3,green,yellow,green,yellow,5.77335898156166,6.832477569580078,4.81861007632677,False
NC(=O)NC1=CCNC(=O)NC1,0.39956827640538833,1,0,0.3333333333333333,True,,170.172,-1.1486,4,2,True,,1,96.25,green,yellow,yellow,yellow,5.908576660633087,7.524825096130371,3.652773729240005,True
CC(C)NC1=CCOC=CC=C2CCC=CCC(C)(C)CC2=N1,0.7359618173442335,2,0,0.55,True,,314.47300000000007,4.893500000000005,1,3,True,,2,33.62,green,green,green,green,5.679820003032685,7.996777057647705,4.384057518449405,True
O=C([O-])NC(=O)Nc1ccccn1,0.6113002776940537,1,1,0.0,True,,180.143,-0.45360000000000067,2,4,True,,1,94.14999999999999,green,green,yellow,yellow,5.923216678619385,5.664921760559082,2.5858397500088266,True
N[C@H]1CON=CC=CN=C(c2ccc(F)cc2)C=CC1=O,0.8518539245623362,2,1,0.13333333333333333,True,,287.29400000000004,1.5971000000000002,1,5,True,,1,77.03999999999999,green,green,green,green,5.47110634522438,7.1646728515625,4.365537454578579,False
Cc1ccc2c(c1)N(NCC=C[SH](C)O)C2=O,0.7191058856213862,2,1,0.25,True,,252.33900000000003,2.07752,3,3,True,,4,52.57,green,green,green,green,6.382499337259929,7.073838233947754,4.23101744326728,True
NC(=O)C12C=CC(=O)C3=CC=CC=C(CCO1)N2CCOC=C3,0.7787504676686798,3,0,0.29411764705882354,True,,314.34100000000007,0.9396,1,5,True,,1,81.86,green,green,green,green,5.566229994773865,7.484027862548828,6.046079207529557,True
CC(C)(O)CC=CC1=CC(N=C(N)C(C)(C)C)C1c1ccc(F)cc1F,0.5993445537696532,2,1,0.47619047619047616,True,,362.46400000000006,4.477500000000004,2,2,True,,5,58.61,green,yellow,green,green,6.452519978602728,8.128946304321289,4.1912549056975745,True
CC(C)(O)NC12N=CC1=CC=CC=CONC(C(C)(C)C)=CC=CCO2,0.6608488418077807,2,0,0.45,True,,359.4700000000002,3.076500000000002,3,6,True,,2,75.11,green,green,green,green,5.552085004329681,7.706671714782715,5.311204862071608,False
C=C1NCCC=C1C=CNC(=O)NC12C=CNC=CC=CN1N2,0.49859982504755845,3,0,0.1875,True,,312.377,0.851,5,5,True,,3,90.14,green,yellow,yellow,green,6.141069989999135,8.070852279663086,5.621516752929658,True
CC=CC=CC(=O)NC1=CC=CCN(ONC)C1,0.43439204740569587,1,0,0.3076923076923077,True,,249.314,1.0566,2,4,True,,5,53.60000000000001,green,yellow,green,green,5.75406000328064,6.986501693725586,3.9893701771231367,True
COCCCNC(=O)N=Cc1c2cn3ncnc3c1CC(NC=CC=C(C)CF)N=CC=C2,0.3451012102495892,3,2,0.34782608695652173,True,,453.52200000000016,2.879600000000001,2,7,True,,9,105.27,green,yellow,yellow,green,5.846554999113083,7.400936126708984,5.811440503488353,True
CC=COC(=O)C1=CC=CCc2ccccc2CCCOC=C1,0.6044411312351585,2,1,0.25,True,,310.39300000000003,4.265000000000003,0,3,True,,2,35.53,green,green,green,green,5.800523304780324,6.656561374664307,3.7231117302307357,True
O=C1C=CC2=C(CF)N3C=C(C=C2)Cc2ccccc2CNC(=O)N2CC=C4C=NCC(=C4)NC=NC=CC(NC=CC=C2C1)NC3=O,0.3612265316494546,6,1,0.19444444444444445,True,MW>500,646.7270000000002,4.325400000000002,4,7,True,,1,130.53,green,yellow,yellow,green,5.556024024709066,8.141437530517578,7.12072360108303,False
C1=CC=C2CNC(C=C1)N2,0.5042891038870323,2,0,0.25,True,,134.182,0.5151999999999999,2,2,True,,0,24.06,green,yellow,green,green,4.977110023498535,7.772138595581055,5.536551097975943,False
O=C1NCCN=CC2C=CC=C12,0.546527139857852,2,0,0.3333333333333333,True,,162.192,0.2993999999999999,1,2,True,,0,41.46,green,yellow,green,green,5.493652999448776,7.784897804260254,4.231881555404119,False
CNC(=O)C=CC=CC1C=CC=NC=CO1,0.573793635469972,1,0,0.16666666666666666,True,,218.256,1.3417999999999999,1,3,True,,3,50.69,green,yellow,green,green,5.739344009113312,7.046184539794922,4.545201713491771,True
C=Cc1c(C)ccc(C)c1N1c2cc3c(F)cc2CC=CC=C2C(O)=C3CC21CC,0.5950099128094006,5,2,0.25925925925925924,True,LogP>5,399.5090000000002,7.097540000000006,1,2,True,,3,23.47,green,yellow,green,red,8.159236590385436,8.659465789794922,5.549919411349857,False
C=CC=C(C=CN=CN=CC1=CC=CCC=C1)NCc1ccccc1,0.4108741584167058,2,1,0.09090909090909091,True,,329.44700000000006,4.901400000000004,1,2,True,,8,36.75,green,yellow,green,green,5.453890025138855,6.979681968688965,3.9984639180893247,True
CN1CCC2=NC21,0.4174247122175745,2,0,0.8,True,,96.133,0.10260000000000002,0,2,True,,0,15.6,green,yellow,green,green,5.254050006866455,8.337623596191406,4.39639434975113,True
CC=CC=NC(=N)CNC(=CC=CCC(C)(C)C)N[C@H](C)COC,0.3243191085112677,0,0,0.5789473684210527,True,,334.5080000000001,3.658470000000002,3,4,True,,10,69.5,green,yellow,green,green,6.078220019340515,7.514715671539307,4.4532927979863,True
O=CC=CC1=C2C=CC=NN1C1=CC=NNC(Cl)=C3C1=CC3=N2,0.48062128236378615,5,0,0.0,True,,323.74300000000005,2.1285999999999996,1,6,True,,2,69.42,green,yellow,green,green,5.519230005979538,9.36083984375,5.858332466724917,False
C=CC=CC(=O)C(CF)=NC12CCC3=NC31C=CC=N2,0.42861957065495043,3,0,0.3333333333333333,True,,271.29499999999996,2.0323,0,4,True,,5,54.15,green,yellow,green,green,5.5150799765586855,7.713115692138672,5.944109024667576,False
Fc1cccc2nn(cc1)CC=CNOC2,0.724291597509216,2,1,0.18181818181818182,True,,221.235,1.6950999999999998,1,4,True,,0,39.08,green,green,green,green,5.695958006668091,6.011260032653809,4.954083921869711,False
CONC=C1C=CC=CC2=C3C4C=CC=CC=C(C(=O)C5=CC2C(F)=CC=C5)N3C(=O)C(=O)C=CC=CC(=N4)C=C1,0.3946481191411033,5,0,0.09090909090909091,True,MW>500,547.5860000000002,4.849300000000005,1,6,True,,2,88.07000000000001,green,yellow,green,green,5.743160009066264,8.262751579284668,6.9461036892024115,True
CC=c1c2c3ccccc(=O)n4c1=CC2(C#[N+]C=C4)CCCNCN=CCN3,0.7217180819071928,4,1,0.3181818181818182,True,,374.46800000000013,1.4032999999999998,2,5,True,,0,62.78,green,green,green,green,6.572440012931824,6.513700008392334,6.8773103289029835,False
CCOCC(C=CC=CNC(=O)NC1=CC=C(F)N=CCC=C1)=CF,0.5395258907068753,1,0,0.2222222222222222,True,,349.38100000000003,3.970900000000003,2,3,True,,7,62.72,green,yellow,green,green,5.825130001068115,7.3665008544921875,4.675632313596543,True
C=CNC1=CC=NCOc2ccccc2C(C)C(Cl)=C1C=O,0.8680358245063946,2,1,0.17647058823529413,True,,316.78800000000007,3.5196000000000023,1,4,True,,3,50.690000000000005,green,green,green,green,5.650276677290599,7.393024444580078,4.643793022598675,True
